,COMMUNE,DCLT,TRANS,AGEREVQ,IPONDI,ILTUU
1978,Ambérieu-en-Bugey (01004),Lyon 2e Arrondissement (69382),Transports en commun,55 à 59 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1979,Ambérieu-en-Bugey (01004),Lyon 2e Arrondissement (69382),Transports en commun,35 à 39 ans,1.2,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1981,Ambérieu-en-Bugey (01004),Lyon 2e Arrondissement (69382),Transports en commun,45 à 49 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1982,Ambérieu-en-Bugey (01004),Lyon 2e Arrondissement (69382),Transports en commun,25 à 29 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1983,Ambérieu-en-Bugey (01004),Lyon 2e Arrondissement (69382),Transports en commun,50 à 54 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1984,Ambérieu-en-Bugey (01004),Lyon 2e Arrondissement (69382),Transports en commun,55 à 59 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1985,Ambérieu-en-Bugey (01004),Lyon 2e Arrondissement (69382),Transports en commun,50 à 54 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1986,Ambérieu-en-Bugey (01004),Lyon 2e Arrondissement (69382),Transports en commun,25 à 29 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1987,Ambérieu-en-Bugey (01004),Lyon 2e Arrondissement (69382),Transports en commun,60 à 64 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1988,Ambérieu-en-Bugey (01004),Lyon 2e Arrondissement (69382),Transports en commun,50 à 54 ans,3.52,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1989,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,40 à 44 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1990,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,45 à 49 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1991,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,20 à 24 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1992,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,60 à 64 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1994,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),"Voiture, camion, fourgonnette",35 à 39 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1995,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,20 à 24 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1996,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,55 à 59 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1997,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,30 à 34 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1998,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,30 à 34 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1999,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),"Voiture, camion, fourgonnette",25 à 29 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2000,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),"Voiture, camion, fourgonnette",45 à 49 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2001,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,35 à 39 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2002,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,45 à 49 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2003,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),"Voiture, camion, fourgonnette",30 à 34 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2004,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,60 à 64 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2005,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,60 à 64 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2006,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),"Voiture, camion, fourgonnette",35 à 39 ans,5.56,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2007,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,55 à 59 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2008,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,45 à 49 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2009,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,35 à 39 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2010,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,40 à 44 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2011,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),"Voiture, camion, fourgonnette",20 à 24 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2012,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,20 à 24 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2013,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),"Voiture, camion, fourgonnette",20 à 24 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2014,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,35 à 39 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2016,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),"Voiture, camion, fourgonnette",35 à 39 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2017,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,25 à 29 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2018,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,35 à 39 ans,5.56,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2019,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),"Voiture, camion, fourgonnette",25 à 29 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2020,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,50 à 54 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2021,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,55 à 59 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2022,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,30 à 34 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2023,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,25 à 29 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2028,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,20 à 24 ans,5.56,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2029,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,45 à 49 ans,5.56,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2030,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,50 à 54 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2031,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),"Voiture, camion, fourgonnette",25 à 29 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2032,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),"Voiture, camion, fourgonnette",45 à 49 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2033,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,20 à 24 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2035,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,30 à 34 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2036,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),"Voiture, camion, fourgonnette",25 à 29 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2037,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,55 à 59 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2038,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,20 à 24 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2040,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,40 à 44 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2041,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,25 à 29 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2042,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,40 à 44 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2043,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),"Voiture, camion, fourgonnette",45 à 49 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2044,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,55 à 59 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2045,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),"Voiture, camion, fourgonnette",40 à 44 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2049,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),"Voiture, camion, fourgonnette",60 à 64 ans,4.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2052,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,55 à 59 ans,4.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2054,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,45 à 49 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2055,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,50 à 54 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2056,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,20 à 24 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2058,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,50 à 54 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2059,Ambérieu-en-Bugey (01004),Lyon 3e Arrondissement (69383),Transports en commun,25 à 29 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2060,Ambérieu-en-Bugey (01004),Lyon 4e Arrondissement (69384),Transports en commun,40 à 44 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2061,Ambérieu-en-Bugey (01004),Lyon 4e Arrondissement (69384),Transports en commun,35 à 39 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2062,Ambérieu-en-Bugey (01004),Lyon 4e Arrondissement (69384),"Voiture, camion, fourgonnette",35 à 39 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2063,Ambérieu-en-Bugey (01004),Lyon 4e Arrondissement (69384),Transports en commun,40 à 44 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2064,Ambérieu-en-Bugey (01004),Lyon 4e Arrondissement (69384),Transports en commun,20 à 24 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2065,Ambérieu-en-Bugey (01004),Lyon 5e Arrondissement (69385),"Voiture, camion, fourgonnette",45 à 49 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2066,Ambérieu-en-Bugey (01004),Lyon 5e Arrondissement (69385),Transports en commun,45 à 49 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2067,Ambérieu-en-Bugey (01004),Lyon 5e Arrondissement (69385),Transports en commun,20 à 24 ans,4.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2068,Ambérieu-en-Bugey (01004),Lyon 5e Arrondissement (69385),Transports en commun,30 à 34 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2069,Ambérieu-en-Bugey (01004),Lyon 5e Arrondissement (69385),"Voiture, camion, fourgonnette",35 à 39 ans,1.2,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2070,Ambérieu-en-Bugey (01004),Lyon 6e Arrondissement (69386),Transports en commun,35 à 39 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2071,Ambérieu-en-Bugey (01004),Lyon 6e Arrondissement (69386),Transports en commun,35 à 39 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2072,Ambérieu-en-Bugey (01004),Lyon 6e Arrondissement (69386),Deux-roues motorisé,50 à 54 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2073,Ambérieu-en-Bugey (01004),Lyon 6e Arrondissement (69386),"Voiture, camion, fourgonnette",55 à 59 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2074,Ambérieu-en-Bugey (01004),Lyon 6e Arrondissement (69386),Transports en commun,45 à 49 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2075,Ambérieu-en-Bugey (01004),Lyon 6e Arrondissement (69386),Transports en commun,45 à 49 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2076,Ambérieu-en-Bugey (01004),Lyon 6e Arrondissement (69386),Transports en commun,30 à 34 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2078,Ambérieu-en-Bugey (01004),Lyon 6e Arrondissement (69386),"Voiture, camion, fourgonnette",45 à 49 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2079,Ambérieu-en-Bugey (01004),Lyon 6e Arrondissement (69386),Transports en commun,40 à 44 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2080,Ambérieu-en-Bugey (01004),Lyon 6e Arrondissement (69386),Transports en commun,55 à 59 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2081,Ambérieu-en-Bugey (01004),Lyon 6e Arrondissement (69386),Transports en commun,30 à 34 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2083,Ambérieu-en-Bugey (01004),Lyon 6e Arrondissement (69386),Transports en commun,40 à 44 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2084,Ambérieu-en-Bugey (01004),Lyon 6e Arrondissement (69386),Transports en commun,35 à 39 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2085,Ambérieu-en-Bugey (01004),Lyon 6e Arrondissement (69386),"Voiture, camion, fourgonnette",45 à 49 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2086,Ambérieu-en-Bugey (01004),Lyon 6e Arrondissement (69386),Transports en commun,45 à 49 ans,3.76,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2087,Ambérieu-en-Bugey (01004),Lyon 6e Arrondissement (69386),Transports en commun,25 à 29 ans,3.59,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2088,Ambérieu-en-Bugey (01004),Lyon 7e Arrondissement (69387),Transports en commun,30 à 34 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2089,Ambérieu-en-Bugey (01004),Lyon 7e Arrondissement (69387),"Voiture, camion, fourgonnette",20 à 24 ans,1.2,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2090,Ambérieu-en-Bugey (01004),Lyon 7e Arrondissement (69387),Transports en commun,20 à 24 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
2091,Ambérieu-en-Bugey (01004),Lyon 7e Arrondissement (69387),"Voiture, camion, fourgonnette",25 à 29 ans,3.49,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
